"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"FAMI","FARMMI, INC.","0.8","$11.51M","2018","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/fami",
"FARO","FARO Technologies, Inc.","51.62","$898.4M","1997","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/faro",
"FAST","Fastenal Company","35.93","$20.61B","1987","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/fast",
"FAT","FAT Brands Inc.","4.5","$53.3M","2017","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/fat",
"FATE","Fate Therapeutics, Inc.","21.01","$1.59B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/fate",
"FBSS","Fauquier Bankshares, Inc.","21.3","$80.62M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fbss",
"FNHC","FedNat Holding Company","15.84","$231.94M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/fnhc",
"FLLC","Fellazo Inc.","9.91","$74.07M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/fllc",
"FLLCR","Fellazo Inc.","0.17","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/fllcr",
"FLLCU","Fellazo Inc.","10.09","$60.33M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/fllcu",
"FLLCW","Fellazo Inc.","0.0599","$358172.05","2019","Finance","Business Services","https://old.nasdaq.com/symbol/fllcw",
"FENC","Fennec Pharmaceuticals Inc.","6.39","$127.13M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/fenc",
"GSM","Ferroglobe PLC","0.934","$157.96M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/gsm",
"FFBW","FFBW, Inc.","11.68","$76.7M","2017","Finance","Savings Institutions","https://old.nasdaq.com/symbol/ffbw",
"FGEN","FibroGen, Inc","42.67","$3.72B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fgen",
"FDBC","Fidelity D & D Bancorp, Inc.","61.28","$231.73M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fdbc",
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock","353.01","$2.28B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oneq",
"FDUS","Fidus Investment Corporation","15","$366.95M","2011","n/a","n/a","https://old.nasdaq.com/symbol/fdus",
"FDUSG","Fidus Investment Corporation","25.7037","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdusg",
"FDUSL","Fidus Investment Corporation","26.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdusl",
"FDUSZ","Fidus Investment Corporation","26.2486","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdusz",
"FRGI","Fiesta Restaurant Group, Inc.","10.43","$286.58M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/frgi",
"FITB","Fifth Third Bancorp","29.85","$21.18B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fitb",
"FITBI","Fifth Third Bancorp","28.83","$518.94M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fitbi",
"FITBO","Fifth Third Bancorp","25.94","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fitbo",
"FITBP","Fifth Third Bancorp","27.865","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fitbp",
"FISI","Financial Institutions, Inc.","31.42","$502.67M","1999","Finance","Major Banks","https://old.nasdaq.com/symbol/fisi",
"FNJN","Finjan Holdings, Inc.","2.31","$63.85M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/fnjn",
"FSRV","FinServ Acquisition Corp.","9.8","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/fsrv",
"FSRVU","FinServ Acquisition Corp.","10.39","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/fsrvu",
"FSRVW","FinServ Acquisition Corp.","1.25","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/fsrvw",
"FTAC","FinTech Acquisition Corp. III","10.19","$451.29M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ftac",
"FTACU","FinTech Acquisition Corp. III","10.86","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/ftacu",
"FTACW","FinTech Acquisition Corp. III","1.29","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ftacw",
"FEYE","FireEye, Inc.","18.16","$3.94B","2013","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/feye",
"FBNC","First Bancorp","39","$1.15B","1987","Finance","Major Banks","https://old.nasdaq.com/symbol/fbnc",
"FNLC","First Bancorp, Inc (ME)","29.96","$326.56M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fnlc",
"FRBA","First Bank","10.63","$217.48M","2013","n/a","n/a","https://old.nasdaq.com/symbol/frba",
"BUSE","First Busey Corporation","26.93","$1.48B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/buse",
"FBIZ","First Business Financial Services, Inc.","25.9","$222.47M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fbiz",
"FCAP","First Capital, Inc.","72.45","$243.7M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fcap",
"FCBP","First Choice Bancorp","26.34","$307.02M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fcbp",
"FCNCA","First Citizens BancShares, Inc.","527.11","$5.66B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fcnca",
"FCBC","First Community Bankshares, Inc.","30.05","$468.2M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fcbc",
"FCCO","First Community Corporation","21.53","$159.81M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fcco",
"FDEF","First Defiance Financial Corp.","30.91","$609.83M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fdef",
"FFBC","First Financial Bancorp.","24.89","$2.47B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ffbc",
"FFIN","First Financial Bankshares, Inc.","34.14","$4.64B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ffin",
"THFF","First Financial Corporation Indiana","44.3","$607.5M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/thff",
"FFNW","First Financial Northwest, Inc.","14.81","$152.38M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ffnw",
"FFWM","First Foundation Inc.","16.87","$753.31M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ffwm",
"FGBI","First Guaranty Bancshares, Inc.","21.75","$211.89M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fgbi",
"FHB","First Hawaiian, Inc.","28.18","$3.69B","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/fhb",
"INBK","First Internet Bancorp","24.15","$235.26M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/inbk",
"INBKL","First Internet Bancorp","25.65","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/inbkl",
"INBKZ","First Internet Bancorp","26.3","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/inbkz",
"FIBK","First Interstate BancSystem, Inc.","41.21","$2.69B","2010","Finance","Major Banks","https://old.nasdaq.com/symbol/fibk",
"FRME","First Merchants Corporation","40.99","$2.28B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/frme",
"FMBH","First Mid Bancshares, Inc.","34.52","$575.29M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fmbh",
"FMBI","First Midwest Bancorp, Inc.","22.56","$2.48B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fmbi",
"FXNC","First National Corporation","20.6317","$102.5M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fxnc",
"FNWB","First Northwest Bancorp","17.28","$185.49M","2015","Finance","Banks","https://old.nasdaq.com/symbol/fnwb",
"FSFG","First Savings Financial Group, Inc.","66.1","$155.39M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fsfg",
"FSEA","First Seacoast Bancorp","9.4873","$57.72M","2019","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fsea",
"FSLR","First Solar, Inc.","56.67","$5.97B","2006","Technology","Semiconductors","https://old.nasdaq.com/symbol/fslr",
"FAAR","First Trust Alternative Absolute Return Strategy ETF","26.035","$26.04M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/faar",
"FPA","First Trust Asia Pacific Ex-Japan AlphaDEX Fund","28.075","$19.65M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpa",
"BICK","First Trust BICK Index Fund","29.4521","$132.53M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bick",
"FBZ","First Trust Brazil AlphaDEX Fund","17.18","$115.97M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fbz",
"FTHI","First Trust BuyWrite Income ETF","22.825","$86.15M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fthi",
"FCAL","First Trust California Municipal High income ETF","53.685","$72.47M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fcal",
"FCAN","First Trust Canada AlphaDEX Fund","25.145","$5.03M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fcan",
"FTCS","First Trust Capital Strength ETF","60.45","$3.45B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftcs",
"FCEF","First Trust CEF Income Opportunity ETF","23.08","$43.97M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fcef",
"FCA","First Trust China AlphaDEX Fund","27.22","$9.53M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fca",
"SKYY","First Trust Cloud Computing ETF","61.8264","$2.33B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/skyy",
"RNDM","First Trust Developed International Equity Select ETF","51.9843","$31.19M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rndm",
"FDT","First Trust Developed Markets Ex-US AlphaDEX Fund","55.3126","$685.99M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdt",
"FDTS","First Trust Developed Markets ex-US Small Cap AlphaDEX Fund","38.455","$9.61M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdts",
"FVC","First Trust Dorsey Wright Dynamic Focus 5 ETF","27.845","$428.81M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fvc",
"FV","First Trust Dorsey Wright Focus 5 ETF","31.81","$2.45B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fv",
"IFV","First Trust Dorsey Wright International Focus 5 ETF","21.31","$494.39M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ifv",
"DDIV","First Trust Dorsey Wright Momentum & Dividend ETF","26.4486","$54.22M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ddiv",
"DVOL","First Trust Dorsey Wright Momentum & Low Volatility ETF","22.0755","$104.86M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dvol",
"DVLU","First Trust Dorsey Wright Momentum & Value ETF","19.5308","$22.46M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dvlu",
"DWPP","First Trust Dorsey Wright People&#39;s Portfolio ETF","33.52","$65.36M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwpp",
"DALI","First Trust DorseyWright DALI 1 ETF","21.205","$75.28M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dali",
"FDNI","First Trust Dow Jones International Internet ETF","25.29","$5.06M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdni",
"FEM","First Trust Emerging Markets AlphaDEX Fund","26.48","$663.32M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fem",
"RNEM","First Trust Emerging Markets Equity Select ETF","52.234","$10.45M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnem",
"FEMB","First Trust Emerging Markets Local Currency Bond ETF","38.965","$153.91M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/femb",
"FEMS","First Trust Emerging Markets Small Cap AlphaDEX Fund","39.1491","$162.47M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fems",
"FTSM","First Trust Enhanced Short Maturity ETF","60.11","$4.98B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftsm",
"FEP","First Trust Europe AlphaDEX Fund","37.42","$508.91M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fep",
"FEUZ","First Trust Eurozone AlphaDEX ETF","40.7965","$53.04M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/feuz",
"FGM","First Trust Germany AlphaDEX Fund","44.425","$144.38M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fgm",
"FTGC","First Trust Global Tactical Commodity Strategy Fund","19","$161.56M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftgc",
"FTLB","First Trust Hedged BuyWrite Income ETF","22.345","$7.82M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftlb",
"HYLS","First Trust High Yield Long/Short ETF","48.84","$1.53B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hyls",
"FHK","First Trust Hong Kong AlphaDEX Fund","34.87","$3.49M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fhk",
"NFTY","First Trust India Nifty 50 Equal Weight ETF","34.36","$3.44M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nfty",
"FTAG","First Trust Indxx Global Agriculture ETF","23.4446","$3.28M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftag",
"FTRI","First Trust Indxx Global Natural Resources Income ETF","12.605","$7.56M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftri",
"LEGR","First Trust Indxx Innovative Transaction & Process ETF","32.23","$45.12M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/legr",
"NXTG","First Trust Indxx NextG ETF","55.0362","$269.68M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nxtg",
"FPXI","First Trust International Equity Opportunities ETF","40.335","$52.44M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpxi",
"FPXE","First Trust IPOX Europe Equity Opportunities ETF","21.725","$2.17M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpxe",
"FJP","First Trust Japan AlphaDEX Fund","50.843","$73.72M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fjp",
"FEX","First Trust Large Cap Core AlphaDEX Fund","65.2138","$1.61B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fex",
"FTC","First Trust Large Cap Growth AlphaDEX Fund","73.53","$1.02B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftc",
"RNLC","First Trust Large Cap US Equity Select ETF","24.8791","$19.9M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnlc",
"FTA","First Trust Large Cap Value AlphaDEX Fund","56.15","$1.13B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fta",
"FLN","First Trust Latin America AlphaDEX Fund","22.8972","$132.8M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fln",
"LMBS","First Trust Low Duration Opportunities ETF","51.9","$3.98B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lmbs",
"LDSF","First Trust Low Duration Strategic Focus ETF","20.5571","$103.81M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ldsf",
"FMB","First Trust Managed Municipal ETF","55.905","$1.27B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fmb",
"FMK","First Trust Mega Cap AlphaDEX Fund","38.42","$32.66M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fmk",
"FNX","First Trust Mid Cap Core AlphaDEX Fund","72.07","$890.06M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fnx",
"FNY","First Trust Mid Cap Growth AlphaDEX Fund","48.1296","$320.06M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fny",
"RNMC","First Trust Mid Cap US Equity Select ETF","23.3037","$15.15M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnmc",
"FNK","First Trust Mid Cap Value AlphaDEX Fund","35.665","$57.06M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fnk",
"FAD","First Trust Multi Cap Growth AlphaDEX Fund","77.81","$225.65M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fad",
"FAB","First Trust Multi Cap Value AlphaDEX Fund","57.6003","$89.28M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fab",
"MDIV","First Trust Multi-Asset Diversified Income Index Fund","18.8394","$755.46M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mdiv",
"MCEF","First Trust Municipal CEF Income Opportunity ETF","19.69","$8.86M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mcef",
"FMHI","First Trust Municipal High Income ETF","53.68","$93.94M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fmhi",
"QABA","First Trust NASDAQ ABA Community Bank Index Fund","50.81","$139.73M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qaba",
"ROBT","First Trust Nasdaq Artificial Intelligence and Robotics ETF","34.7181","$74.64M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/robt",
"FTXO","First Trust Nasdaq Bank ETF","27.5468","$139.11M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxo",
"QCLN","First Trust NASDAQ Clean Edge Green Energy Index Fund","25.553","$148.21M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qcln",
"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ","55.0197","$33.01M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/grid",
"CIBR","First Trust NASDAQ Cybersecurity ETF","30.93","$1.24B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cibr",
"FTXG","First Trust Nasdaq Food & Beverage ETF","22.01","$4.4M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxg",
"CARZ","First Trust NASDAQ Global Auto Index Fund","33.915","$18.65M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/carz",
"FTXN","First Trust Nasdaq Oil & Gas ETF","16.48","$5.77M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxn",
"FTXH","First Trust Nasdaq Pharmaceuticals ETF","23.23","$9.29M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxh",
"FTXD","First Trust Nasdaq Retail ETF","24.515","$6.13M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxd",
"FTXL","First Trust Nasdaq Semiconductor ETF","41.55","$43.63M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxl",
"TDIV","First Trust NASDAQ Technology Dividend Index Fund","43.19","$1.13B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tdiv",
